sample_index,t,risk,state,flags,flags_dec,time,pos,vel,imu,stale,heading,stationary,innovation,rejected,raw_line
118,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
119,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
120,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
121,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
122,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
123,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
124,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
125,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
126,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
127,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
128,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
129,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
130,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
131,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
132,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
133,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
134,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
135,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
136,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
137,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
138,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
139,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
140,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
141,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
142,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
143,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
144,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
145,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
146,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
147,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
148,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
149,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
150,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
151,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
152,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
153,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
154,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
155,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
156,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
157,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
158,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
159,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
160,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
161,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
162,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
163,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
164,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
165,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
166,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
167,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
168,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
169,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
170,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
171,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
172,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
173,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
174,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
175,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
176,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
177,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
178,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
179,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
180,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
181,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
182,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
183,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
184,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
185,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
186,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
187,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
188,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
189,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
190,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
191,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
192,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
193,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
194,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
195,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
196,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
197,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
198,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
199,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
200,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
201,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
202,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
203,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
204,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
205,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
206,206387103.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387103.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
207,206387135.671,0.3,1,0x0001,1,1,0,0,0,0,0,0,0,0,"AS,t=206387135.671,risk=0.30,state=1,flags=0x0001,time=1,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
208,206387136.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387136.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
209,206387136.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387136.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
210,206387136.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387136.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
211,206387136.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387136.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
212,206387137.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387137.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
213,206387137.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387137.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
214,206387137.671,0.2,0,0x0004,4,0,0,1,0,0,0,0,0,0,"AS,t=206387137.671,risk=0.20,state=0,flags=0x0004,time=0,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
215,206387137.671,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387137.671,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
216,206387137.671,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387137.671,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
217,206387138.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387138.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
218,206387138.421,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387138.421,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
219,206387138.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387138.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
220,206387139.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387139.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
221,206387139.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387139.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
222,206387139.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387139.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
223,206387139.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387139.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
224,206387140.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387140.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
225,206387140.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387140.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
226,206387140.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387140.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
227,206387140.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387140.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
228,206387141.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387141.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
229,206387141.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387141.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
230,206387141.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387141.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
231,206387141.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387141.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
232,206387142.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387142.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
233,206387142.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387142.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
234,206387142.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387142.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
235,206387143.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387143.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
